Código_individuo;Latitud_Grados_decimales;Longitud_Grados_decimales;Especie;Sexo;Sitio;Sustrato;Posición_arte;AÑO;Fecha_del_lance;Profundidad_max_(m);LT_(cm);LD_(cm);AD_(rayas)_/_Lprecaudal__o_LS_(tiburones)_cm;Long_Int_clasper_(cm);Calcif._Clasper_(NC-PC-CA);Semen_(Si-No);Peso_total_(g);Phig_(g);Pgon_(g);Pev_(g);Estadío
081215Ddip28;24.42553;-110.30622;Dasyatis dipterura;Hembra;La Barra 1;Arena;Fondo;2015;7-dic-15;18;82.5;41.2;45.8;;;;4020;223;38;3650;Juvenil
081215Ddip29;24.42553;-110.30622;Dasyatis dipterura;Hembra;La Barra 1;Arena;Fondo;2015;7-dic-15;18;100.6;47;51.2;;;;6110;277;56;5550;Juvenil
081215Ddip30;24.42553;-110.30622;Dasyatis dipterura;Hembra;La Barra 1;Arena;Fondo;2015;7-dic-15;18;83.5;38.5;41;;;;3300;178;26;2960;Juvenil
081215Ddip31;24.42553;-110.30622;Dasyatis dipterura;Macho;La Barra 1;Arena;Fondo;2015;7-dic-15;18;73.6;34;37;3.7;NC;No;2130;139;24;1930;Juvenil
081215Ddip32;24.42553;-110.30622;Dasyatis dipterura;Hembra;La Barra 1;Arena;Fondo;2015;7-dic-15;18;66.1;34;38.5;;;;2400;129;;2110;Juvenil
081215Ddip33;24.42553;-110.30622;Dasyatis dipterura;Macho;La Barra 1;Arena;Fondo;2015;7-dic-15;18;83.6;41;43.8;5.3;PC;No;3700;198;36;3230;Juvenil
081215Gmar01;24.42553;-110.30622;Gymnura marmorata;Hembra;La Barra 1;Arena;Fondo;2015;7-dic-15;18;;37;65.3;;;;2920;118;164;2600;Preñada
081215Rgla01;24.42553;-110.30622;Rhinobatos glaucostigma;Hembra;La Barra 1;Arena;Fondo;2015;7-dic-15;18;65.2;25.9;21;;;;900;;;;Adulto
081215Rgla02;24.42553;-110.30622;Rhinobatos glaucostigma;Hembra;La Barra 1;Arena;Fondo;2015;7-dic-15;18;72;29.7;25;;;;1150;27;103;1090;Adulto
081215Rgla03;24.42553;-110.30622;Rhinobatos glaucostigma;Hembra;La Barra 1;Arena;Fondo;2015;7-dic-15;18;69;27.5;23;;;;1090;31;74;1020;Adulto
081215Rgla04;24.42553;-110.30622;Rhinobatos glaucostigma;Hembra;La Barra 1;Arena;Fondo;2015;7-dic-15;18;72;28;23.9;;;;1360;37;104;1070;Adulto
091215Ddip01;24.42655;-110.354;Dasyatis dipterura;Hembra;San Gabriel 2;Arena;Fondo;2015;8-dic-15;9;57.9;25.4;28.1;;;;980;63;11;880;Juvenil
091215Ddip02;24.42655;-110.354;Dasyatis dipterura;Hembra;San Gabriel 2;Arena;Fondo;2015;8-dic-15;9;58.8;25.4;28.8;;;;970;66;12;870;Juvenil
091215Ddip03;24.42655;-110.354;Dasyatis dipterura;Hembra;San Gabriel 2;Arena;Fondo;2015;8-dic-15;9;57.2;27.5;30.4;;;;1240;80;16;1070;Juvenil
091215Ddip04;24.42655;-110.354;Dasyatis dipterura;Macho;San Gabriel 2;Arena;Fondo;2015;8-dic-15;9;85;39.8;42.2;11;PC;No;3440;184;41;2960;Juvenil
091215Ddip05;24.42655;-110.354;Dasyatis dipterura;Macho;San Gabriel 2;Arena;Fondo;2015;8-dic-15;9;77;35.5;39;6.5;NC;No;2450;181;31;2150;Juvenil
091215Ddip06;24.42655;-110.354;Dasyatis dipterura;Hembra;San Gabriel 2;Arena;Fondo;2015;8-dic-15;9;85;39.1;42.8;;;;3390;219;38;2930;Juvenil
091215Ddip07;24.42655;-110.354;Dasyatis dipterura;Hembra;San Gabriel 2;Arena;Fondo;2015;8-dic-15;9;89.5;46.4;49;;;;5720;386;55;4730;Juvenil
091215Ddip08;24.42655;-110.354;Dasyatis dipterura;Hembra;San Gabriel 2;Arena;Fondo;2015;8-dic-15;9;82.5;38.5;42.3;;;;3400;242;31;2960;Juvenil
091215Ddip09;24.42655;-110.354;Dasyatis dipterura;Hembra;San Gabriel 2;Arena;Fondo;2015;8-dic-15;9;75;38.5;43;;;;3340;196;20;2900;Juvenil
091215Ddip10;24.42655;-110.354;Dasyatis dipterura;Macho;San Gabriel 2;Arena;Fondo;2015;8-dic-15;9;74;35.2;39;6;NC;No;2100;146;18;1970;Juvenil
091215Nent01;24.42655;-110.354;Narcine entemedor;Hembra;San Gabriel 2;Arena;Fondo;2015;8-dic-15;9;59;28;29.5;;;;2270;73;14;2070;Juvenil
091215Nent02;24.42655;-110.354;Narcine entemedor;Hembra;San Gabriel 2;Arena;Fondo;2015;8-dic-15;9;51.5;27;25;;;;1490;44;14;1330;Juvenil
091215Ddip11;24.42655;-110.354;Dasyatis dipterura;Macho;San Gabriel 2;Arena;Fondo;2015;8-dic-15;9;75;37.2;40.5;5.5;NC;No;2770;211;25;2290;Juvenil
091215Ddip12;24.42655;-110.354;Dasyatis dipterura;Hembra;San Gabriel 2;Arena;Fondo;2015;8-dic-15;9;81.8;41;44.3;;;;4100;192;31;3500;Juvenil
091215Ddip13;24.42655;-110.354;Dasyatis dipterura;Hembra;San Gabriel 2;Arena;Fondo;2015;8-dic-15;9;76.5;39.2;43;;;;3140;238;23;2870;Juvenil
091215Ddip14;24.42655;-110.354;Dasyatis dipterura;Macho;San Gabriel 2;Arena;Fondo;2015;8-dic-15;9;85;41;45;9;PC;No;3090;195;25;2860;Juvenil
091215Ddip15;24.42655;-110.354;Dasyatis dipterura;Macho;San Gabriel 2;Arena;Fondo;2015;8-dic-15;9;84;41;45.5;11;PC;No;4170;323;46;3470;Juvenil
091215Ddip16;24.42655;-110.354;Dasyatis dipterura;Hembra;San Gabriel 2;Arena;Fondo;2015;8-dic-15;9;;44.5;47.5;;;;4760;307;21;4060;Juvenil
091215Gmar01;24.42655;-110.354;Gymnura marmorata;Hembra;San Gabriel 2;Arena;Fondo;2015;8-dic-15;9;60;47.5;87;;;;6960;248;306;5980;Preñada
091215Ddip17;24.42476;-110.35606;Dasyatis dipterura;Hembra;San Gabriel;Arena;Fondo;2015;8-dic-15;15;74;36;39;;;;2410;167;22;2050;Juvenil
091215Ddip18;24.42476;-110.35606;Dasyatis dipterura;Macho;San Gabriel;Arena;Fondo;2015;8-dic-15;15;;33.5;36;6;NC;No;1880;118;25;1650;Juvenil
091215Gmar02;24.42476;-110.35606;Gymnura marmorata;Hembra;San Gabriel;Arena;Fondo;2015;8-dic-15;15;;39;69.8;;;;3700;94;222;3260;Preñada
091215Ddip19;24.42476;-110.35606;Dasyatis dipterura;Hembra;San Gabriel;Arena;Fondo;2015;8-dic-15;15;72.3;35;38.8;;;;2130;131;19;1780;Juvenil
091215Ddip20;24.42476;-110.35606;Dasyatis dipterura;Macho;San Gabriel;Arena;Fondo;2015;8-dic-15;15;67;33;37;4;NC;No;2140;146;26;1870;Juvenil
091215Ddip21;24.42476;-110.35606;Dasyatis dipterura;Hembra;San Gabriel;Arena;Fondo;2015;8-dic-15;15;86;41;44.1;;;;3480;212;27;2820;Juvenil
091215Ddip22;24.42476;-110.35606;Dasyatis dipterura;Macho;San Gabriel;Arena;Fondo;2015;8-dic-15;15;80.4;37.5;43;5;NC;No;2900;132;34;2620;Juvenil
091215Ddip23;24.42476;-110.35606;Dasyatis dipterura;Hembra;San Gabriel;Arena;Fondo;2015;8-dic-15;15;87;45;49;;;;5200;263;50;4530;Juvenil
091215Ddip24;24.42476;-110.35606;Dasyatis dipterura;Hembra;San Gabriel;Arena;Fondo;2015;8-dic-15;15;88;44;48;;;;4350;189;34;3900;Juvenil
091215Ddip25;24.42476;-110.35606;Dasyatis dipterura;Hembra;San Gabriel;Arena;Fondo;2015;8-dic-15;15;72;34.5;38;;;;2230;106;19;1600;Juvenil
091215Ddip26;24.42476;-110.35606;Dasyatis dipterura;Macho;San Gabriel;Arena;Fondo;2015;8-dic-15;15;76.5;37;41.5;5;NC;No;2700;158;34;2470;Juvenil
091215Ddip27;24.42476;-110.35606;Dasyatis dipterura;Hembra;San Gabriel;Arena;Fondo;2015;8-dic-15;15;77.5;37;41;;;;3010;185;31;2570;Juvenil
091215Ddip28;24.42476;-110.35606;Dasyatis dipterura;Hembra;San Gabriel;Arena;Fondo;2015;8-dic-15;15;;49;53;;;;6610;421;57;5300;Juvenil
091215Ddip29;24.42476;-110.35606;Dasyatis dipterura;Hembra;San Gabriel;Arena;Fondo;2015;8-dic-15;15;;47;53.5;;;;6350;453;55;5600;Juvenil
091215Ddip30;24.42476;-110.35606;Dasyatis dipterura;Macho;San Gabriel;Arena;Fondo;2015;8-dic-15;15;65;35.3;38;5;NC;No;1960;119;22;1700;Juvenil
091215Ddip31;24.42476;-110.35606;Dasyatis dipterura;Macho;San Gabriel;Arena;Fondo;2015;8-dic-15;15;70.4;38.5;41.5;10.2;PC;No;3230;178;40;2930;Juvenil
091215Ddip32;24.42476;-110.35606;Dasyatis dipterura;Hembra;San Gabriel;Arena;Fondo;2015;8-dic-15;15;;41;44.2;;;;3310;227;36;3290;Juvenil
Sin código-viva-liberada;24.42655;-110.354;Mobula munkiana;Macho;San Gabriel 2;Arena;Fondo;2015;8-dic-15;9;;;68;;;;;;;;Juvenil
Sin código-viva-liberada;24.42655;-110.354;Mobula munkiana;Hembra;San Gabriel 2;Arena;Fondo;2015;8-dic-15;9;;;68;;;;;;;;Juvenil
Sin código-viva-liberada;24.42655;-110.354;Mobula munkiana;Hembra;San Gabriel 2;Arena;Fondo;2015;8-dic-15;9;;;70.3;;;;;;;;Juvenil
Sin código-viva-liberada;24.42655;-110.354;Mobula munkiana;Hembra;San Gabriel 2;Arena;Fondo;2015;8-dic-15;9;;;57;;;;;;;;Juvenil
Sin código-viva-liberada;24.45046;-110.29992;Mobula munkiana;Hembra;La Bonanza 2;Arena;Fondo;2015;9-dic-15;9;;;60;;;;;;;;Juvenil
Sin código-viva-liberada;24.45046;-110.29992;Mobula munkiana;Macho;La Bonanza 2;Arena;Fondo;2015;9-dic-15;9;;;68;;;;;;;;Juvenil
Sin código-viva-liberada;24.45046;-110.29992;Mobula munkiana;Macho;La Bonanza 2;Arena;Fondo;2015;9-dic-15;9;;;66.5;;;;;;;;Juvenil
Sin código-viva-liberada;24.45046;-110.29992;Mobula munkiana;Macho;La Bonanza 2;Arena;Fondo;2015;9-dic-15;9;;;66;;;;;;;;Juvenil
Sin código-viva-liberada;24.45046;-110.29992;Mobula munkiana;Macho;La Bonanza 2;Arena;Fondo;2015;9-dic-15;9;;;69;;;;;;;;Juvenil
Sin código-viva-liberada;24.45046;-110.29992;Mobula munkiana;Macho;La Bonanza 2;Arena;Fondo;2015;9-dic-15;9;;;63;;;;;;;;Juvenil
Sin código-viva-liberada;24.45046;-110.29992;Mobula munkiana;Macho;La Bonanza 2;Arena;Fondo;2015;9-dic-15;9;;;68;;;;;;;;Juvenil
Sin código-viva-liberada;24.45046;-110.29992;Mobula munkiana;Macho;La Bonanza 2;Arena;Fondo;2015;9-dic-15;9;;;72;;;;;;;;Juvenil
Sin código-viva-liberada;24.45046;-110.29992;Mobula munkiana;Hembra;La Bonanza 2;Arena;Fondo;2015;9-dic-15;9;;;68;;;;;;;;Juvenil
Sin código-viva-liberada;24.45046;-110.29992;Mobula munkiana;Hembra;La Bonanza 2;Arena;Fondo;2015;9-dic-15;9;;;71;;;;;;;;Juvenil
Sin código-viva-liberada;24.45007;-110.29805;Mobula munkiana;Hembra;La Bonanza ;Arena;Fondo;2015;9-dic-15;9;;;62;;;;;;;;Juvenil
101215Ddip01;24.45007;-110.29805;Dasyatis dipterura;Hembra;La Bonanza ;Arena;Fondo;2015;9-dic-15;9;100.3;56.4;60.5;;;;9650;478;120;8460;Adulto
101215Ddip02;24.45046;-110.29992;Dasyatis dipterura;Hembra;La Bonanza 2;Arena;Fondo;2015;9-dic-15;9;;66.9;72.3;;;;17300;1340;267;14600;Adulto
101215Ddip03;24.45046;-110.29992;Dasyatis dipterura;Hembra;La Bonanza 2;Arena;Fondo;2015;9-dic-15;9;103.4;60.1;66.3;;;;12700;737;126;11060;Adulto
101215Mmun01;24.45046;-110.29992;Mobula munkiana;Macho;La Bonanza 2;Arena;Fondo;2015;9-dic-15;9;58.4;48.7;75;8;PC;No;4430;174;55;3950;Juvenil
101215Nent01;24.45046;-110.29992;Narcine entemedor;Hembra;La Bonanza 2;Arena;Fondo;2015;9-dic-15;9;70.5;31.3;34.4;;;;3990;119;168;3430;Adulto
101215Mmun02;24.45046;-110.29992;Mobula munkiana;Hembra;La Bonanza 2;Arena;Fondo;2015;9-dic-15;9;;47;71.5;;;;2890;83;37;2540;Juvenil
101215Nent02;24.45046;-110.29992;Narcine entemedor;Hembra;La Bonanza 2;Arena;Fondo;2015;9-dic-15;9;62.9;28.8;30.3;;;;2740;96;31;2510;Juvenil
101215Mmun03;24.45046;-110.29992;Mobula munkiana;Hembra;La Bonanza 2;Arena;Fondo;2015;9-dic-15;9;59.3;43.8;64.9;;;;2900;110;34;2590;Juvenil
101215Nent03;24.45046;-110.29992;Narcine entemedor;Hembra;La Bonanza 2;Arena;Fondo;2015;9-dic-15;9;58.9;26;28.8;;;;2240;94;22;1990;Juvenil
101215Mmun04;24.45046;-110.29992;Mobula munkiana;Hembra;La Bonanza 2;Arena;Fondo;2015;9-dic-15;9;55.2;44.8;66.9;;;;3430;117;44;3040;Juvenil
101215Nent04;24.45046;-110.29992;Narcine entemedor;Hembra;La Bonanza 2;Arena;Fondo;2015;9-dic-15;9;70;30.8;33.7;;;;3440;132;55;3070;Adulto
101215Mmun05;24.45046;-110.29992;Mobula munkiana;Hembra;La Bonanza 2;Arena;Fondo;2015;9-dic-15;9;;51;77.6;;;;4770;180;77;4300;Juvenil
101215Nent05;24.45046;-110.29992;Narcine entemedor;Hembra;La Bonanza 2;Arena;Fondo;2015;9-dic-15;9;70.5;29.1;33.6;;;;4010;112;301;3330;Preñada
101215Nent06;24.45007;-110.29805;Narcine entemedor;Hembra;La Bonanza ;Arena;Fondo;2015;9-dic-15;9;64;43.1;33;;;;2830;103;28;2500;Juvenil
101215Nent07;24.45007;-110.29805;Narcine entemedor;Macho;La Bonanza ;Arena;Fondo;2015;9-dic-15;9;50.6;22.3;23.4;9.8;PC;Si;1350;48;22;1230;Adulto
101215Nent08;24.45007;-110.29805;Narcine entemedor;Hembra;La Bonanza ;Arena;Fondo;2015;9-dic-15;9;58.7;27.1;28.3;;;;2130;71;20;1880;Juvenil
101215Nent09;24.45007;-110.29805;Narcine entemedor;Hembra;La Bonanza ;Arena;Fondo;2015;9-dic-15;9;58.5;39;29;;;;2600;88;25;1820;Juvenil
101215Nent10;24.45007;-110.29805;Narcine entemedor;Hembra;La Bonanza ;Arena;Fondo;2015;9-dic-15;9;57.5;26;28.6;;;;2050;104;22;1840;Juvenil
101215Nent11;24.45007;-110.29805;Narcine entemedor;Hembra;La Bonanza ;Arena;Fondo;2015;9-dic-15;9;62.3;41.4;30.9;;;;2630;108;27;2370;Juvenil
101215Nent12;24.45007;-110.29805;Narcine entemedor;Hembra;La Bonanza ;Arena;Fondo;2015;9-dic-15;9;59.8;28.6;30.9;;;;2600;117;27;2300;Juvenil
101215Nent13;24.45007;-110.29805;Narcine entemedor;Hembra;La Bonanza ;Arena;Fondo;2015;9-dic-15;9;61.3;28;30.3;;;;2600;110;33;2220;Adulto
101215Nent14;24.45007;-110.29805;Narcine entemedor;Hembra;La Bonanza ;Arena;Fondo;2015;9-dic-15;9;58.1;38.3;29.3;;;;2070;92;24;1820;Juvenil
230116Rste01;24.22168;-110.31906;Rhinoptera stendachneri;Macho;Punta colorada (PEMEX);Arena;Fondo;2016;21-ene-16;21;58.6;30;50.5;4.6;NC;No;2000;129;;1570;Juvenil
230116Rste02;24.22168;-110.31906;Rhinoptera stendachneri;Hembra;Punta colorada (PEMEX);Arena;Fondo;2016;21-ene-16;21;68;31.5;52;;;;2050;129;;1790;Juvenil
230116Rste03;24.22168;-110.31906;Rhinoptera stendachneri;Macho;Punta colorada (PEMEX);Arena;Fondo;2016;21-ene-16;21;88.5;32.5;57;4;NC;No;2800;139;;2500;Juvenil
230116Rste04;24.22168;-110.31906;Rhinoptera stendachneri;Macho;Punta colorada (PEMEX);Arena;Fondo;2016;21-ene-16;21;88;32.2;54;4.2;NC;No;2230;113;;1980;Juvenil
230116Rste05;24.22168;-110.31906;Rhinoptera stendachneri;Hembra;Punta colorada (PEMEX);Arena;Fondo;2016;21-ene-16;21;83;32.5;55;;;;2430;125;;1960;Juvenil
230116Rste06;24.22168;-110.31906;Rhinoptera stendachneri;Hembra;Punta colorada (PEMEX);Arena;Fondo;2016;21-ene-16;21;79.4;34.1;57.2;;;;2650;178;;2140;Juvenil
230116Rste07;24.22168;-110.31906;Rhinoptera stendachneri;Hembra;Punta colorada (PEMEX);Arena;Fondo;2016;21-ene-16;21;82.9;31.8;57.8;;;;2570;160;;2400;Juvenil
230116Rste08;24.22168;-110.31906;Rhinoptera stendachneri;Hembra;Punta colorada (PEMEX);Arena;Fondo;2016;21-ene-16;21;55.5;31.5;51;;;;1880;106;;1750;Juvenil
201015UroSp01;24.27728;-110.34488;Urotrygon spp;Macho;Pichilingue (4 millas afuera);Arena;Fondo;2015;19-oct-15;21;48.8;27;30.5;4.5;PC;Si;750;;;;Adulto
201015Gmar01;24.27728;-110.34488;Gymnura marmorata;Macho;Pichilingue (43 millas afuera)_Pto Google maps 1mn afuera ;Arena;Fondo;2015;19-oct-15;21;29;25.3;45;4.3;CA;No;850;;;;No definido
201015UroSp02;24.27728;-110.34488;Urotrygon spp;Macho;Pichilingue (4 millas afuera);Arena;Fondo;2015;19-oct-15;21;51.2;28.7;32.5;5.5;CA;Si;890;;;;Adulto
201015UroSp03;24.27728;-110.34488;Urotrygon spp;Macho;Pichilingue (4 millas afuera);Arena;Fondo;2015;19-oct-15;21;51.5;29.2;33.2;6.1;CA;Si;960;;;;Adulto
201015UroSp04;24.27728;-110.34488;Urotrygon spp;Macho;Pichilingue (4 millas afuera);Arena;Fondo;2015;19-oct-15;21;52.5;28.4;32.3;5.5;CA;Si;890;;;;Adulto
201015UroSp05;24.27728;-110.34488;Urotrygon spp;Macho;Pichilingue (4 millas afuera);Arena;Fondo;2015;19-oct-15;21;49.3;28;32.5;5.3;CA;Si;840;;;;Adulto
201015UroSp06;24.27728;-110.34488;Urotrygon spp;Hembra;Pichilingue (4 millas afuera);Arena;Fondo;2015;19-oct-15;21;60.2;33;39;;;;1500;44.9;147.7;1.27;Preñada
201015UroSp07;24.27728;-110.34488;Urotrygon spp;Macho;Pichilingue (4 millas afuera);Arena;Fondo;2015;19-oct-15;21;50;27;31;5.7;CA;Si;790;;;;Adulto
201015UroSp08;24.27728;-110.34488;Urotrygon spp;Macho;Pichilingue (4 millas afuera);Arena;Fondo;2015;19-oct-15;21;40.4;22;23.8;4.5;CA;Si;510;;;;Adulto
201015Mcal01;24.27728;-110.34488;Myliobatis californica;Hembra;Pichilingue (4 millas afuera);Arena;Fondo;2015;19-oct-15;21;67.6;18.5;35.9;;;;530;;;;No definido
201015Rste01;24.27728;-110.34488;Rhinoptera stendachneri;Macho;Pichilingue (4 millas afuera);Arena;Fondo;2015;19-oct-15;21;71;30.5;53.8;3.5;NC;No;1750;159.8;17.9;1.58;Juvenil
201015Rste02;24.27728;-110.34488;Rhinoptera stendachneri;Hembra;Pichilingue (4 millas afuera);Arena;Fondo;2015;19-oct-15;21;68;28.7;48.3;;;;1520;120.69;11.56;1250;Juvenil
201015Rste03;24.27728;-110.34488;Rhinoptera stendachneri;Macho;Pichilingue (4 millas afuera);Arena;Fondo;2015;19-oct-15;21;65.6;26.5;45;2.7;NC;No;1210;94.48;;1.05;Juvenil
201015Rste04;24.27728;-110.34488;Rhinoptera stendachneri;Hembra;Pichilingue (4 millas afuera);Arena;Fondo;2015;19-oct-15;21;70.8;29;49;;;;1580;124.8;17.6;1320;Juvenil
201015Nent01;24.27728;-110.34488;Narcine entemedor;Hembra;Pichilingue (4 millas afuera);Arena;Fondo;2015;19-oct-15;21;57.8;38;28.2;;;;2500;46.9;74.76;1.82;Adulto
201015Nent02;24.27728;-110.34488;Narcine entemedor;Hembra;Pichilingue (4 millas afuera);Arena;Fondo;2015;19-oct-15;21;56;26.5;27.7;;;;1790;42.33;12.2;1.59;Juvenil
230316Rste01;NA;#¡VALOR!;Rhinoptera stendachneri;Macho;Frente al Mogote;Arena;Fondo;2016;22-mar-16;21;56.9;31;52.6;4.5;NC;No;2230;144.7;29.9;1.9;Juvenil
230316Rste02;NA;#¡VALOR!;Rhinoptera stendachneri;Macho;Frente al Mogote;Arena;Fondo;2016;22-mar-16;21;81.4;35.2;59;5;NC;No;2650;133.9;23.7;2.37;Juvenil
230316Rste03;NA;#¡VALOR!;Rhinoptera stendachneri;Hembra;Frente al Mogote;Arena;Fondo;2016;22-mar-16;21;46.5;29.2;48.7;;;;1610;78.5;27.5;1380;Juvenil
230316Rste04;NA;#¡VALOR!;Rhinoptera stendachneri;Hembra;Frente al Mogote;Arena;Fondo;2016;22-mar-16;21;60.2;32.4;52.7;;;;2230;141.4;34.1;1810;Juvenil
230316Rste05;NA;#¡VALOR!;Rhinoptera stendachneri;Hembra;Frente al Mogote;Arena;Fondo;2016;22-mar-16;21;73.5;30;51;;;;1880;;;;Juvenil
230316Rste06;NA;#¡VALOR!;Rhinoptera stendachneri;Hembra;Frente al Mogote;Arena;Fondo;2016;22-mar-16;21;68;30.5;53.5;;;;2290;;;;Juvenil
Sin código-No analizada;NA;#¡VALOR!;Dasyatis dipterura;Indeterminado;Frente al Mogote;Arena;Fondo;2016;22-mar-16;21;;;;;;;;;;;No definido
Sin código-No analizada;NA;#¡VALOR!;Dasyatis dipterura;Indeterminado;Frente al Mogote;Arena;Fondo;2016;22-mar-16;21;;;;;;;;;;;No definido
Sin código-No analizada;NA;#¡VALOR!;Dasyatis dipterura;Indeterminado;Frente al Mogote;Arena;Fondo;2016;22-mar-16;21;;;;;;;;;;;No definido
Sin código-No analizada;NA;#¡VALOR!;Dasyatis dipterura;Indeterminado;Frente al Mogote;Arena;Fondo;2016;22-mar-16;21;;;;;;;;;;;No definido
Sin código-No analizada;NA;#¡VALOR!;Dasyatis dipterura;Indeterminado;Frente al Mogote;Arena;Fondo;2016;22-mar-16;21;;;;;;;;;;;No definido
Sin código-No analizada;NA;#¡VALOR!;Dasyatis dipterura;Indeterminado;Frente al Mogote;Arena;Fondo;2016;22-mar-16;21;;;;;;;;;;;No definido
Sin código-No analizada;NA;#¡VALOR!;Dasyatis dipterura;Indeterminado;Frente al Mogote;Arena;Fondo;2016;22-mar-16;21;;;;;;;;;;;No definido
Sin código-No analizada;NA;#¡VALOR!;Dasyatis dipterura;Indeterminado;Frente al Mogote;Arena;Fondo;2016;22-mar-16;21;;;;;;;;;;;No definido
Sin código-No analizada;NA;#¡VALOR!;Dasyatis dipterura;Indeterminado;Frente al Mogote;Arena;Fondo;2016;22-mar-16;21;;;;;;;;;;;No definido
Sin código-No analizada;NA;#¡VALOR!;Dasyatis dipterura;Indeterminado;Frente al Mogote;Arena;Fondo;2016;22-mar-16;21;;;;;;;;;;;No definido
210616Rste01;No tomado;#¡VALOR!;Rhinoptera stendachneri;Macho;Dentro Laguna de la Paz;Fangoso;Fondo;2016;20-jun-16;NA;88;49.1;70.6;10.3;CA;Si;5780;320;181;5100;Adulto
210616Rste02;No tomado;#¡VALOR!;Rhinoptera stendachneri;Macho;Dentro Laguna de la Paz;Fangoso;Fondo;2016;20-jun-16;NA;;45.6;77.1;10.1;CA;Si;5870;275;190;5020;Adulto
280716Rste01;NA;#¡VALOR!;Rhinoptera stendachneri;Hembra;Frente a Pemex ;Arena;Fondo;2016;27-jul-16;21;Cola mocha;46.6;74;;;;6020;391;No se peso;5570;Adulto
280716Rste02;NA;#¡VALOR!;Rhinoptera stendachneri;Macho;Frente a Pemex ;Arena;Fondo;2016;27-jul-16;21;68.8;27;47;3.6;NC;No;1450;117;;1170;Juvenil
280716Rste03;NA;#¡VALOR!;Rhinoptera stendachneri;Macho;Frente a Pemex ;Arena;Fondo;2016;27-jul-16;21;91.8;45.9;77;10.7;CA;Si;5940;155;181;5220;Adulto
280716Rste04;NA;#¡VALOR!;Rhinoptera stendachneri;Hembra;Frente a Pemex ;Arena;Fondo;2016;27-jul-16;21;68.3;28;49;;;;1520;136;13;1280;Juvenil
280716Rste05;NA;#¡VALOR!;Rhinoptera stendachneri;Hembra;Frente a Pemex ;Arena;Fondo;2016;27-jul-16;21;65.5;29.3;49.4;;;;1840;179;;1530;Juvenil
280716Rste06;NA;#¡VALOR!;Rhinoptera stendachneri;Hembra;Frente a Pemex ;Arena;Fondo;2016;27-jul-16;21;63;26;45;;;;1230;122;12;1120;Juvenil
280716Rste07;NA;#¡VALOR!;Rhinoptera stendachneri;Hembra;Frente a Pemex ;Arena;Fondo;2016;27-jul-16;21;67.3;28;46.2;;;;1290;126;13;1030;Neonato o Juvenil
280716Rste08;NA;#¡VALOR!;Rhinoptera stendachneri;Hembra;Frente a Pemex ;Arena;Fondo;2016;27-jul-16;21;69;27;44.5;;;;1320;126;8;1150;Neonato o Juvenil
280716Rste09;NA;#¡VALOR!;Rhinoptera stendachneri;Hembra;Frente a Pemex ;Arena;Fondo;2016;27-jul-16;21;69.4;28;48.5;;;;1680;162;;1410;Juvenil
280716Rste10;NA;#¡VALOR!;Rhinoptera stendachneri;Macho;Frente a Pemex ;Arena;Fondo;2016;27-jul-16;21;68;27;47;3.2;NC;No;1400;138;;1220;Neonato o Juvenil
300716Rste01;NA;#¡VALOR!;Rhinoptera stendachneri;Hembra;Frente a Pemex ( 3 millas afuera);Arena;Fondo;2016;29-jul-16;21;69;25.6;43.2;;;;1150;108;9;1070;Neonato o Juvenil
300716Rste02;NA;#¡VALOR!;Rhinoptera stendachneri;Macho;Frente a Pemex ( 3 millas afuera);Arena;Fondo;2016;29-jul-16;21;66.5;27;47;3.5;NC;No;1370;122;12;1170;Neonato o Juvenil
300716Rste03;NA;#¡VALOR!;Rhinoptera stendachneri;Hembra;Frente a Pemex ( 3 millas afuera);Arena;Fondo;2016;29-jul-16;21;70;28.5;48.5;;;;1670;171;15;1430;Neonato o Juvenil
300716Rste04;NA;#¡VALOR!;Rhinoptera stendachneri;Macho;Frente a Pemex ( 3 millas afuera);Arena;Fondo;2016;29-jul-16;21;64;25.5;45.5;3.4;NC;No;1450;123;9;1090;Neonato o Juvenil
300716Rste05;NA;#¡VALOR!;Rhinoptera stendachneri;Hembra;Frente a Pemex ( 3 millas afuera);Arena;Fondo;2016;29-jul-16;21;71.5;26.5;48;;;;1500;144;14;1230;Neonato o Juvenil
300716Rste06;NA;#¡VALOR!;Rhinoptera stendachneri;Hembra;Frente a Pemex ( 3 millas afuera);Arena;Fondo;2016;29-jul-16;21;74;29;50.6;;;;2080;200;13;1590;Neonato o Juvenil
300716Rste07;NA;#¡VALOR!;Rhinoptera stendachneri;Macho;Frente a Pemex ( 3 millas afuera);Arena;Fondo;2016;29-jul-16;21;63;23.7;44.5;3.5;NC;No;1120;96;8;960;Neonato o Juvenil
300716Rste08;NA;#¡VALOR!;Rhinoptera stendachneri;Macho;Frente a Pemex ( 3 millas afuera);Arena;Fondo;2016;29-jul-16;21;64;24;43.6;3.5;NC;No;1080;103;8;930;Neonato o Juvenil
300716Rste09;NA;#¡VALOR!;Rhinoptera stendachneri;Macho;Frente a Pemex ( 3 millas afuera);Arena;Fondo;2016;29-jul-16;21;68.4;27.6;49;3.8;NC;No;1730;159;9;1280;Neonato o Juvenil
300716Rste10;NA;#¡VALOR!;Rhinoptera stendachneri;Hembra;Frente a Pemex ( 3 millas afuera);Arena;Fondo;2016;29-jul-16;21;68.8;28;47;;;;1500;138;13;1220;Neonato o Juvenil
